shape_id,shape_pt_sequence,shape_dist_traveled,shape_pt_lon,shape_pt_lat
_15,46,,14.413820000000001,46.003067
_15,47,,14.413641000000002,46.002551999999994
_15,48,,14.412710999999998,46.001215
_15,49,,14.408809999999999,45.998307999999994
_15,50,,14.406872000000002,45.996436
_15,51,,14.406017,45.995092
_15,52,,14.404839,45.994433
_15,53,,14.404646,45.993395
_15,54,,14.403856999999999,45.992388
_15,55,,14.402705000000001,45.988305000000004
_15,56,,14.401719,45.987632000000005
_15,57,,14.401458,45.987016
_15,58,,14.400034,45.986579
_15,59,,14.399919,45.985866
_15,60,,14.400137,45.985478
_15,61,,14.40179,45.984974
_15,62,,14.402289,45.984291
_15,63,,14.420237,45.974430999999996
_15,64,,14.420656,45.97351
_15,65,,14.419659999999999,45.973177
_15,66,,14.417736,45.971656
_15,67,,14.415873,45.96893
_15,68,,14.41129,45.966584999999995
_15,69,,14.407976999999999,45.965964
_15,70,,14.403580999999999,45.966302999999996
_15,71,,14.401427000000002,45.965551
_15,72,,14.399857,45.965411
_15,73,,14.397392,45.966263
_15,74,,14.395867,45.965048
_15,75,,14.397392,45.966263
_15,76,,14.396026,45.9665
_15,77,,14.395264000000001,45.965143
_15,78,,14.393895,45.963977
_15,79,,14.392462,45.963449000000004
_15,80,,14.390653,45.961925
_15,81,,14.390588,45.959841
_15,82,,14.390232000000001,45.958826
_15,83,,14.388301000000002,45.956282
_15,84,,14.383357,45.953292
_15,85,,14.382009,45.953041999999996
_15,86,,14.375942,45.949651
_15,87,,14.373313,45.947255999999996
_15,88,,14.370749,45.945988
_15,89,,14.369279,45.94328
_15,90,,14.366802999999999,45.940047
_15,91,,14.364375,45.93788
_15,92,,14.36243,45.934791000000004
_15,93,,14.364509000000002,45.926879
_15,94,,14.364405999999999,45.925723
_15,95,,14.363334,45.923726
_15,96,,14.363744,45.923634
_15,97,,14.366166000000002,45.919849
_15,98,,14.368043,45.920591
_15,99,,14.367690999999999,45.92138
_14,0,,14.592205000000002,46.149032
_14,1,,14.592133999999998,46.14953
_14,2,,14.590369999999998,46.150961
_14,3,,14.589834999999999,46.151904
_14,4,,14.590112,46.152263
_14,5,,14.593001000000001,46.151948
_14,6,,14.593116,46.158995
_14,7,,14.593502,46.162477
_14,8,,14.595310000000001,46.171168
_14,9,,14.594930999999999,46.174177
_14,10,,14.594249,46.176153
_14,11,,14.59453,46.178492
_14,12,,14.590665999999999,46.17928
_14,13,,14.58965,46.182981999999996
_14,14,,14.583812,46.184211
_14,15,,14.586876,46.190478999999996
_14,16,,14.589335,46.193927
_14,17,,14.591002,46.197390999999996
_14,18,,14.592419000000001,46.19844
_14,19,,14.594185,46.198626000000004
_14,20,,14.593810999999999,46.198930000000004
_14,21,,14.593786,46.200559
_14,22,,14.59651,46.202433
_14,23,,14.597106,46.204265
_14,24,,14.596279000000001,46.204384
_14,25,,14.596594,46.20554
_14,26,,14.594417000000002,46.205892999999996
_14,27,,14.594125,46.204942
_14,28,,14.594305,46.204669
_14,29,,14.597106,46.204265
_14,30,,14.597378,46.20662
_14,31,,14.598555999999999,46.208213
_14,32,,14.599043,46.210485
_14,33,,14.602347,46.215359
_14,34,,14.603110000000001,46.217412
_14,35,,14.604684,46.218967
_14,36,,14.602735999999998,46.219797
_14,37,,14.603887,46.220618
_13,0,,14.426387,46.021917
_13,1,,14.422262,46.022054000000004
_13,2,,14.416074,46.020762000000005
_13,3,,14.412555000000001,46.010996999999996
_13,4,,14.412931,46.010467
_13,5,,14.412766,46.008655
_13,6,,14.413728,46.006876999999996
_13,7,,14.413379,46.004435
_13,8,,14.413820000000001,46.003067
_13,9,,14.413641000000002,46.002551999999994
_13,10,,14.412710999999998,46.001215
_13,11,,14.408809999999999,45.998307999999994
_13,12,,14.406872000000002,45.996436
_13,13,,14.406017,45.995092
_13,14,,14.404839,45.994433
_13,15,,14.404646,45.993395
_13,16,,14.403856999999999,45.992388
_13,17,,14.402705000000001,45.988305000000004
_13,18,,14.401719,45.987632000000005
_13,19,,14.401458,45.987016
_13,20,,14.399935,45.986342
_13,21,,14.400137,45.985478
_13,22,,14.40179,45.984974
_13,23,,14.402289,45.984291
_13,24,,14.420237,45.974430999999996
_13,25,,14.420656,45.97351
_13,26,,14.419659999999999,45.973177
_13,27,,14.417736,45.971656
_13,28,,14.415873,45.96893
_13,29,,14.411766,45.966729
_13,30,,14.407976999999999,45.965964
_13,31,,14.403580999999999,45.966302999999996
_13,32,,14.401427000000002,45.965551
_13,33,,14.399857,45.965411
_13,34,,14.397392,45.966263
_13,35,,14.395867,45.965048
_13,36,,14.397392,45.966263
_13,37,,14.399857,45.965411
_13,38,,14.401427000000002,45.965551
_13,39,,14.403580999999999,45.966302999999996
_13,40,,14.407976999999999,45.965964
_13,41,,14.411766,45.966729
_13,42,,14.415873,45.96893
_13,43,,14.417417,45.971301999999994
_13,44,,14.41855,45.972406
_13,45,,14.41983,45.973259999999996
_13,46,,14.420852,45.973441
_13,47,,14.420237,45.974430999999996
_13,48,,14.402289,45.984291
_13,49,,14.40179,45.984974
_13,50,,14.400137,45.985478
_13,51,,14.399919,45.985866
_13,52,,14.400034,45.986579
_13,53,,14.401458,45.987016
_13,54,,14.401719,45.987632000000005
_13,55,,14.402705000000001,45.988305000000004
_13,56,,14.403856999999999,45.992388
_13,57,,14.404646,45.993395
_13,58,,14.404839,45.994433
_13,59,,14.406017,45.995092
_13,60,,14.406872000000002,45.996436
_13,61,,14.408809999999999,45.998307999999994
_13,62,,14.412710999999998,46.001215
_13,63,,14.413641000000002,46.002551999999994
_13,64,,14.413820000000001,46.003067
_13,65,,14.413379,46.004435
_13,66,,14.413728,46.006876999999996
_13,67,,14.412766,46.008655
_13,68,,14.412931,46.010467
_13,69,,14.412555000000001,46.010996999999996
_13,70,,14.416074,46.020762000000005
_13,71,,14.422262,46.022054000000004
_13,72,,14.426585,46.021963
_13,73,,14.426603,46.022821
_13,74,,14.426055999999999,46.022774
_13,75,,14.426603,46.022821
_13,76,,14.426585,46.021963
_13,77,,14.422262,46.022054000000004
_13,78,,14.416074,46.020762000000005
_13,79,,14.417407,46.022528
_13,80,,14.417429000000002,46.024088
_13,81,,14.422233,46.024542000000004
_13,82,,14.430738999999999,46.026357000000004
_13,83,,14.456871000000001,46.035028999999994
_13,84,,14.461442,46.035461
_13,85,,14.463106,46.035908
_13,86,,14.469198,46.03811
_13,87,,14.477782,46.042173000000005
_13,88,,14.495194000000001,46.047388
_13,89,,14.494322,46.048877
_13,90,,14.494634,46.050032
_13,91,,14.493528000000001,46.049813
_13,92,,14.493981999999999,46.048937
_13,93,,14.493528000000001,46.049813
_13,94,,14.494634,46.050032
_13,95,,14.496792,46.051612999999996
_13,96,,14.501956999999999,46.056985
_13,97,,14.5043,46.057784
_13,98,,14.51028,46.057621
_13,99,,14.55114,46.119389
_13,100,,14.546638999999999,46.113183
_13,101,,14.545804999999998,46.111054
_13,102,,14.545314999999999,46.106614
_13,103,,14.543951000000002,46.104986000000004
_13,104,,14.537334999999999,46.104635
_13,105,,14.529549,46.10217
_13,106,,14.529647,46.101743
_13,107,,14.529340999999999,46.101479
_13,108,,14.526188999999999,46.101065
_13,109,,14.529340999999999,46.101479
_13,110,,14.529647,46.101743
_13,111,,14.529549,46.10217
_13,112,,14.522986,46.100867
_13,113,,14.520236,46.100995
_13,114,,14.516687999999998,46.099451
_13,115,,14.516473,46.098815
_13,116,,14.516969,46.097978
_13,117,,14.517035000000002,46.096924
_13,118,,14.516484,46.095293
_13,119,,14.513909000000002,46.091257
_13,120,,14.513867999999999,46.089494
_13,121,,14.507757000000002,46.089997
_13,122,,14.507591,46.089085999999995
_13,123,,14.507904,46.088047
_13,124,,14.507482,46.082924000000006
_13,125,,14.506523000000001,46.078755
_13,126,,14.504746,46.074981
_13,127,,14.504017999999999,46.075167
_13,128,,14.503298000000001,46.076393
_12,0,,14.51028,46.057621
_12,1,,14.504375999999999,46.057886
_12,2,,14.502889,46.057587
_12,3,,14.501552,46.056889999999996
_12,4,,14.500917999999999,46.057119
_12,5,,14.49622,46.061532
_12,6,,14.493806000000001,46.06544
_12,7,,14.488722000000001,46.070762
_12,8,,14.49173,46.075288
_12,9,,14.488969,46.077537
_12,10,,14.488333,46.078473
_12,11,,14.476907,46.089552
_12,12,,14.474853999999999,46.088809
_12,13,,14.473983999999998,46.088115
_12,14,,14.473468,46.088218
_12,15,,14.467111,46.095182
_12,16,,14.459970000000002,46.100145
_12,17,,14.461511999999999,46.101693999999995
_12,18,,14.462384,46.101533
_12,19,,14.465151,46.099928
_12,20,,14.462384,46.101533
_12,21,,14.461511999999999,46.101693999999995
_12,22,,14.459970000000002,46.100145
_12,23,,14.454168000000001,46.103845
_12,24,,14.450801000000002,46.107384
_12,25,,14.446753000000001,46.109625
_12,26,,14.442877999999999,46.114928
_12,27,,14.438471000000002,46.121944
_12,28,,14.439680999999998,46.122496
_12,29,,14.440796,46.121581
_12,30,,14.441709,46.119941999999995
_12,31,,14.442356,46.119679000000005
_12,32,,14.443154000000002,46.119927000000004
_12,33,,14.444621000000001,46.118724
_12,34,,14.443154000000002,46.119927000000004
_12,35,,14.442356,46.119679000000005
_12,36,,14.441709,46.119941999999995
_12,37,,14.440796,46.121581
_12,38,,14.439680999999998,46.122496
_12,39,,14.438471000000002,46.121944
_12,40,,14.437662,46.123718000000004
_12,41,,14.435018,46.126940000000005
_12,42,,14.432851,46.12782
_12,43,,14.428196,46.128221
_12,44,,14.419248,46.133603
_12,45,,14.416383999999999,46.13709
_12,46,,14.415513999999998,46.137704
_12,47,,14.412927999999999,46.138618
_12,48,,14.412702,46.138422000000006
_12,49,,14.410938999999999,46.139311
_12,50,,14.410537,46.138858
_12,51,,14.412332000000001,46.138219
_12,52,,14.412927999999999,46.138618
_12,53,,14.411772,46.139021
_12,54,,14.411372,46.139567
_12,55,,14.411238,46.140991
_12,56,,14.411933999999999,46.143851999999995
_12,57,,14.411503,46.145277
_12,58,,14.4098,46.147459
_12,59,,14.408242000000001,46.14818
_12,60,,14.399902,46.153743
_12,61,,14.396363,46.155715
_12,62,,14.39581,46.156429
_12,63,,14.394576,46.159714
_12,64,,14.394718000000001,46.160358
_12,65,,14.395548,46.160374000000004
_12,66,,14.395692,46.160031
_12,67,,14.395361,46.159697
_12,68,,14.392876999999999,46.159224
_12,69,,14.372803999999999,46.157455
_12,70,,14.373985,46.15709
_12,71,,14.37364,46.156112
_12,72,,14.372739999999999,46.156045999999996
_12,73,,14.371013,46.156956
_12,74,,14.371300999999999,46.157474
_12,75,,14.364594,46.159456
_12,76,,14.36123,46.162763
_12,77,,14.357641000000001,46.164055000000005
_12,78,,14.354177000000002,46.166101
_12,79,,14.349914000000002,46.167221
_12,80,,14.344300999999998,46.169364
_12,81,,14.340495999999998,46.169042000000005
_12,82,,14.339707,46.171952
_12,83,,14.335740000000001,46.171312
_12,84,,14.335046,46.172168
_12,85,,14.334790000000002,46.174005
_12,86,,14.335074,46.174128
_12,87,,14.338142999999999,46.173704
_12,88,,14.338226,46.174555
_12,89,,14.340892,46.175659
_12,90,,14.343105,46.175941
_12,91,,14.346082999999998,46.177001000000004
_12,92,,14.349481,46.177314
_12,93,,14.351191,46.177909
_12,94,,14.360551000000001,46.182581
_12,95,,14.373840999999999,46.185116
_12,96,,14.378117,46.186581000000004
_12,97,,14.377574000000001,46.188921
_12,98,,14.373731000000001,46.196957
_12,99,,14.371418,46.200148
_12,100,,14.369443999999998,46.204161
_12,101,,14.367312000000002,46.207108
_12,102,,14.365047999999998,46.212414
_12,103,,14.358289,46.222556
_12,104,,14.355359000000002,46.228733999999996
_12,105,,14.352517,46.232414999999996
_12,106,,14.348650000000001,46.235215
_12,107,,14.348553,46.235728
_12,108,,14.349962,46.237718
_12,109,,14.349324,46.237967
_12,110,,14.348634,46.239049
_11,0,,14.65298,45.955971
_11,1,,14.652923000000001,45.957139
_11,2,,14.653268,45.957702
_11,3,,14.646616,45.960376000000004
_11,4,,14.643467000000001,45.962131
_11,5,,14.641879,45.963408
_11,6,,14.636796,45.964752
_11,7,,14.635883000000002,45.965709
_11,8,,14.634934999999999,45.965749
_11,9,,14.627546,45.969848
_11,10,,14.61966,45.973391
_11,11,,14.620094,45.974191000000005
_11,12,,14.617555999999999,45.974838999999996
_11,13,,14.617032,45.974402
_11,14,,14.613467,45.975632000000004
_11,15,,14.609556000000001,45.976533
_11,16,,14.607775,45.976621
_11,17,,14.605454,45.977796
_11,18,,14.606337,45.978467
_11,19,,14.604975,45.978989
_11,20,,14.597703999999998,45.979477
_11,21,,14.595405,45.979953
_11,22,,14.589202,45.982852
_11,23,,14.587239,45.983474
_11,24,,14.584402,45.983874
_11,25,,14.576647,45.983758
_11,26,,14.574755999999999,45.984105
_11,27,,14.571506,45.986022000000006
_11,28,,14.571161,45.985903
_11,29,,14.572994,45.984533
_11,30,,14.573915,45.984661
_11,31,,14.567848000000001,45.987835000000004
_11,32,,14.565985000000001,45.990187
_11,33,,14.563101,45.992242
_11,34,,14.560622,45.995509
_11,35,,14.556428,45.998069
_11,36,,14.554612,46.001295
_11,37,,14.552505,46.004025999999996
_11,38,,14.549330000000001,46.006167
_11,39,,14.545905999999999,46.007604
_11,40,,14.543852999999999,46.009543
_11,41,,14.542746,46.012077
_11,42,,14.543738,46.015278
_11,43,,14.543576999999999,46.01733
_11,44,,14.541922,46.020967999999996
_11,45,,14.538824,46.025223999999994
_11,46,,14.535711000000001,46.028103
_11,47,,14.524196,46.035565000000005
_11,48,,14.523529,46.035915
_11,49,,14.522148999999999,46.035375
_11,50,,14.518882,46.037288000000004
_11,51,,14.518539999999998,46.038121000000004
_11,52,,14.523529,46.035915
_11,53,,14.517835999999999,46.038632
_11,54,,14.513596999999999,46.042896
_11,55,,14.5185,46.045107
_11,56,,14.518969000000002,46.045581
_11,57,,14.519756000000001,46.047702
_11,58,,14.519206,46.052349
_11,59,,14.521257,46.052453
_11,60,,14.529862,46.0546
_11,61,,14.528822,46.055932999999996
_11,62,,14.527163999999999,46.057286
_11,63,,14.52477,46.058146
_11,64,,14.522053,46.058191
_11,65,,14.521464,46.057685
_11,66,,14.520796,46.057916
_11,67,,14.519891000000001,46.057131
_11,68,,14.51622,46.05766
_11,69,,14.51028,46.057621
_11,70,,14.55114,46.119389
_11,71,,14.546638999999999,46.113183
_11,72,,14.545804999999998,46.111054
_11,73,,14.545314999999999,46.106614
_11,74,,14.543951000000002,46.104986000000004
_11,75,,14.537334999999999,46.104635
_11,76,,14.529549,46.10217
_11,77,,14.529647,46.101743
_11,78,,14.529340999999999,46.101479
_11,79,,14.526188999999999,46.101065
_11,80,,14.529340999999999,46.101479
_11,81,,14.529647,46.101743
_11,82,,14.529549,46.10217
_11,83,,14.522986,46.100867
_11,84,,14.520236,46.100995
_11,85,,14.516687999999998,46.099451
_11,86,,14.516473,46.098815
_11,87,,14.516969,46.097978
_11,88,,14.517035000000002,46.096924
_11,89,,14.516484,46.095293
_11,90,,14.513909000000002,46.091257
_11,91,,14.513867999999999,46.089494
_11,92,,14.507757000000002,46.089997
_11,93,,14.507591,46.089085999999995
_11,94,,14.507904,46.088047
_11,95,,14.507482,46.082924000000006
_11,96,,14.506523000000001,46.078755
_11,97,,14.504746,46.074981
_11,98,,14.504017999999999,46.075167
_11,99,,14.503298000000001,46.076393
_10,0,,14.51028,46.057621
_10,1,,14.506206,46.057844
_10,2,,14.510053,46.068079
_10,3,,14.507943000000001,46.067879
_10,4,,14.504648,46.073654
_10,5,,14.50421,46.073694
_10,6,,14.504551000000001,46.074514
_10,7,,14.503236999999999,46.076493
_10,8,,14.503184999999998,46.077759
_10,9,,14.502773,46.078682
_10,10,,14.502446,46.078725
_10,11,,14.504017999999999,46.075167
_10,12,,14.504746,46.074981
_10,13,,14.506523000000001,46.078755
_10,14,,14.507330999999999,46.081841
_10,15,,14.507904,46.088047
_10,16,,14.507591,46.089085999999995
_10,17,,14.507757000000002,46.089997
_10,18,,14.513955999999999,46.08949
_10,19,,14.513909000000002,46.091257
_10,20,,14.516484,46.095293
_10,21,,14.517035000000002,46.096924
_10,22,,14.516969,46.097978
_10,23,,14.516473,46.098815
_10,24,,14.5167,46.099259
_10,25,,14.520236,46.100995
_10,26,,14.522986,46.100867
_10,27,,14.529549,46.10217
_10,28,,14.529647,46.101743
_10,29,,14.529340999999999,46.101479
_10,30,,14.526188999999999,46.101065
_10,31,,14.529340999999999,46.101479
_10,32,,14.529647,46.101743
_10,33,,14.529549,46.10217
_10,34,,14.537334999999999,46.104635
_10,35,,14.543592,46.104645
_10,36,,14.545419999999998,46.106592
_10,37,,14.545914999999999,46.111135000000004
_10,38,,14.546747,46.113132
_10,39,,14.554318,46.123543999999995
_10,40,,14.559144,46.128366
_10,41,,14.565864,46.132675
_10,42,,14.566209,46.132584
_10,43,,14.567534,46.133431
_10,44,,14.567889,46.13322
_10,45,,14.567820000000001,46.132929000000004
_10,46,,14.567889,46.13322
_10,47,,14.567534,46.133431
_10,48,,14.566209,46.132584
_10,49,,14.56592,46.132709
_10,50,,14.567507,46.133644
_10,51,,14.571659,46.134772
_10,52,,14.579943,46.136033
_10,53,,14.581281,46.135906999999996
_10,54,,14.588748,46.137693999999996
_10,55,,14.593312000000001,46.137928
_10,56,,14.592754,46.139501
_10,57,,14.594176,46.139483999999996
_10,58,,14.594395,46.142428
_10,59,,14.593715,46.14516
_10,60,,14.592752999999998,46.146964000000004
_10,61,,14.592902,46.150898
_10,62,,14.591501,46.15114
_10,63,,14.589834999999999,46.151904
_10,64,,14.590369999999998,46.150961
_10,65,,14.592133999999998,46.14953
_10,66,,14.592205000000002,46.149032
_10,67,,14.592133999999998,46.14953
_10,68,,14.590369999999998,46.150961
_10,69,,14.589834999999999,46.151904
_10,70,,14.590112,46.152263
_10,71,,14.593001000000001,46.151948
_10,72,,14.593116,46.158995
_10,73,,14.593502,46.162477
_10,74,,14.595310000000001,46.171168
_10,75,,14.594930999999999,46.174177
_10,76,,14.594249,46.176153
_10,77,,14.59453,46.178492
_10,78,,14.590665999999999,46.17928
_10,79,,14.58965,46.182981999999996
_10,80,,14.583812,46.184211
_10,81,,14.586876,46.190478999999996
_10,82,,14.589335,46.193927
_10,83,,14.591002,46.197390999999996
_10,84,,14.592419000000001,46.19844
_10,85,,14.594185,46.198626000000004
_10,86,,14.593810999999999,46.198930000000004
_10,87,,14.593786,46.200559
_10,88,,14.59651,46.202433
_10,89,,14.597106,46.204265
_10,90,,14.596279000000001,46.204384
_10,91,,14.596594,46.20554
_10,92,,14.594417000000002,46.205892999999996
_10,93,,14.594125,46.204942
_10,94,,14.594305,46.204669
_10,95,,14.597106,46.204265
_10,96,,14.597378,46.20662
_10,97,,14.598555999999999,46.208213
_10,98,,14.599043,46.210485
_10,99,,14.602347,46.215359
_10,100,,14.603110000000001,46.217412
_10,101,,14.604684,46.218967
_10,102,,14.602735999999998,46.219797
_10,103,,14.603887,46.220618
_10,104,,14.492018999999999,46.051106
_10,105,,14.487921,46.049396
_10,106,,14.480071,46.047247
_10,107,,14.481105,46.045339
_10,108,,14.479894999999999,46.044869
_10,109,,14.477129,46.044688
_10,110,,14.471789999999999,46.045407
_10,111,,14.46569,46.047368
_10,112,,14.460387,46.04723
_10,113,,14.453738000000001,46.047736
_10,114,,14.453624,46.046486
_10,115,,14.455507,46.044933
_10,116,,14.563412,46.062038
_10,117,,14.57055,46.06216
_19,0,,14.348634,46.239049
_19,1,,14.348733999999999,46.238626
_19,2,,14.349822,46.23767
_19,3,,14.348553,46.235728
_19,4,,14.348650000000001,46.235215
_19,5,,14.352267000000001,46.232643
_19,6,,14.353092,46.231722000000005
_19,7,,14.355309,46.228811
_19,8,,14.355521,46.226598
_19,9,,14.346065999999999,46.223037
_19,10,,14.341919999999998,46.222221000000005
_19,11,,14.340477000000002,46.221503
_19,12,,14.339526000000001,46.220526
_19,13,,14.337223,46.212104
_19,14,,14.333934,46.205642
_19,15,,14.332536999999999,46.202118999999996
_19,16,,14.33221,46.196618
_19,17,,14.330648,46.195702999999995
_19,18,,14.32568,46.195141
_19,19,,14.324597,46.194413
_19,20,,14.323945,46.189837999999995
_19,21,,14.322735,46.186018000000004
_19,22,,14.323587,46.18185
_19,23,,14.323181,46.177677
_19,24,,14.324907999999999,46.176876
_19,25,,14.329722,46.17648
_19,26,,14.330456000000002,46.175779999999996
_19,27,,14.332962,46.174676
_19,28,,14.338543999999999,46.173572
_19,29,,14.339476,46.172646
_19,30,,14.340495999999998,46.169042000000005
_19,31,,14.344300999999998,46.169364
_19,32,,14.349914000000002,46.167221
_19,33,,14.354177000000002,46.166101
_19,34,,14.357641000000001,46.164055000000005
_19,35,,14.36123,46.162763
_19,36,,14.363917,46.159933
_19,37,,14.365439,46.159059
_19,38,,14.370930999999999,46.157547
_19,39,,14.373985,46.15709
_19,40,,14.37364,46.156112
_19,41,,14.372739999999999,46.156045999999996
_19,42,,14.371013,46.156956
_19,43,,14.371300999999999,46.157474
_19,44,,14.390951999999999,46.159099
_19,45,,14.395123000000002,46.157756
_19,46,,14.395999,46.156128
_19,47,,14.396825999999999,46.155361
_19,48,,14.402694,46.151959
_19,49,,14.410834,46.146169
_19,50,,14.411674999999999,46.144987
_19,51,,14.411929,46.144013
_19,52,,14.411238,46.140991
_19,53,,14.411372,46.139567
_19,54,,14.411772,46.139021
_19,55,,14.412927999999999,46.138618
_19,56,,14.412702,46.138422000000006
_19,57,,14.410938999999999,46.139311
_19,58,,14.410537,46.138858
_19,59,,14.412332000000001,46.138219
_19,60,,14.412927999999999,46.138618
_19,61,,14.415513999999998,46.137704
_19,62,,14.416383999999999,46.13709
_19,63,,14.419248,46.133603
_19,64,,14.428196,46.128221
_19,65,,14.432851,46.12782
_19,66,,14.435018,46.126940000000005
_19,67,,14.437662,46.123718000000004
_19,68,,14.438471000000002,46.121944
_19,69,,14.439680999999998,46.122496
_19,70,,14.440796,46.121581
_19,71,,14.441709,46.119941999999995
_19,72,,14.442356,46.119679000000005
_19,73,,14.443154000000002,46.119927000000004
_19,74,,14.444621000000001,46.118724
_19,75,,14.443154000000002,46.119927000000004
_19,76,,14.442356,46.119679000000005
_19,77,,14.441709,46.119941999999995
_19,78,,14.440796,46.121581
_19,79,,14.439680999999998,46.122496
_19,80,,14.438471000000002,46.121944
_19,81,,14.442877999999999,46.114928
_19,82,,14.446753000000001,46.109625
_19,83,,14.450801000000002,46.107384
_19,84,,14.454168000000001,46.103845
_19,85,,14.459906,46.100105
_19,86,,14.461511999999999,46.101693999999995
_19,87,,14.462384,46.101533
_19,88,,14.465151,46.099928
_19,89,,14.462384,46.101533
_19,90,,14.461511999999999,46.101693999999995
_19,91,,14.459906,46.100105
_19,92,,14.467008000000002,46.095121
_19,93,,14.473684,46.087782
_19,94,,14.474853999999999,46.088809
_19,95,,14.476907,46.089552
_19,96,,14.488333,46.078473
_19,97,,14.488969,46.077537
_19,98,,14.490025,46.076915
_19,99,,14.49349,46.073555
_19,100,,14.490973,46.074053
_19,101,,14.49173,46.075288
_19,102,,14.489183,46.077388
_19,103,,14.486915,46.074423
_19,104,,14.485694,46.0738
_19,105,,14.493450000000001,46.065746000000004
_19,106,,14.496117000000002,46.061476
_19,107,,14.501394,46.056472
_19,108,,14.502559999999999,46.05735
_19,109,,14.503827999999999,46.057738
_19,110,,14.51028,46.057621
_19,111,,14.55114,46.119389
_19,112,,14.546638999999999,46.113183
_19,113,,14.545804999999998,46.111054
_19,114,,14.545314999999999,46.106614
_19,115,,14.543951000000002,46.104986000000004
_19,116,,14.537334999999999,46.104635
_19,117,,14.529549,46.10217
_19,118,,14.529647,46.101743
_19,119,,14.529340999999999,46.101479
_19,120,,14.526188999999999,46.101065
_19,121,,14.529340999999999,46.101479
_19,122,,14.529647,46.101743
_19,123,,14.529549,46.10217
_19,124,,14.522986,46.100867
_19,125,,14.520236,46.100995
_19,126,,14.516687999999998,46.099451
_19,127,,14.516473,46.098815
_19,128,,14.516969,46.097978
_19,129,,14.517035000000002,46.096924
_19,130,,14.516484,46.095293
_19,131,,14.513909000000002,46.091257
_19,132,,14.513867999999999,46.089494
_19,133,,14.507757000000002,46.089997
_19,134,,14.507591,46.089085999999995
_19,135,,14.507904,46.088047
_19,136,,14.507482,46.082924000000006
_19,137,,14.506523000000001,46.078755
_19,138,,14.504746,46.074981
_19,139,,14.504017999999999,46.075167
_19,140,,14.503298000000001,46.076393
_18,0,,14.825374,46.057773
_18,1,,14.825996,46.057933000000006
_18,2,,14.826021,46.057579
_18,3,,14.821914000000001,46.056761
_18,4,,14.819237000000001,46.056923999999995
_18,5,,14.817339,46.057651
_18,6,,14.815671,46.059128
_18,7,,14.814727,46.060893
_18,8,,14.814556,46.062272
_18,9,,14.815035,46.064116999999996
_18,10,,14.819145,46.069232
_18,11,,14.82126,46.071035
_18,12,,14.823925,46.075779999999995
_18,13,,14.824254999999999,46.077663
_18,14,,14.824767,46.078534000000005
_18,15,,14.831672000000001,46.082093
_18,16,,14.835367,46.083274
_18,17,,14.836743000000002,46.084683
_18,18,,14.837566,46.086119000000004
_18,19,,14.836819,46.087703
_18,20,,14.833780999999998,46.089803
_18,21,,14.832567000000001,46.091229
_18,22,,14.827008000000001,46.092178000000004
_18,23,,14.819481999999999,46.090139
_18,24,,14.816799,46.09021
_18,25,,14.815234,46.089897
_18,26,,14.812620999999998,46.090424999999996
_18,27,,14.810444,46.09003
_18,28,,14.809483,46.090251
_18,29,,14.808231000000001,46.091475
_18,30,,14.8058,46.092667
_18,31,,14.802727999999998,46.094991
_18,32,,14.799522,46.100685
_18,33,,14.797586999999998,46.102586
_18,34,,14.794255000000001,46.104451999999995
_18,35,,14.787312,46.107094000000004
_18,36,,14.786633,46.104387
_18,37,,14.783756,46.103856
_18,38,,14.784038,46.102954
_18,39,,14.783724000000001,46.102783
_18,40,,14.783833999999999,46.102391
_18,41,,14.786069000000001,46.102362
_18,42,,14.786169000000001,46.102116
_18,43,,14.784665,46.101957
_18,44,,14.783563000000001,46.101477
_18,45,,14.78545,46.101115
_18,46,,14.786199,46.098959
_18,47,,14.786150000000001,46.098008
_18,48,,14.785798,46.097677
_18,49,,14.787657,46.097910999999996
_18,50,,14.787831,46.097316
_18,51,,14.790989,46.097698
_18,52,,14.793662000000001,46.098541
_18,53,,14.792703,46.101638
_18,54,,14.791739000000002,46.102632
_18,55,,14.789863,46.103313
_18,56,,14.787315000000001,46.103592
_18,57,,14.783987,46.103178
_18,58,,14.783930000000002,46.103978999999995
_18,59,,14.786633,46.104387
_18,60,,14.787312,46.107094000000004
_18,61,,14.786013,46.107254
_18,62,,14.780353,46.10633
_18,63,,14.776164,46.104233
_18,64,,14.775261,46.103543
_18,65,,14.773537,46.101248
_18,66,,14.771145,46.096343000000005
_18,67,,14.769879,46.09509
_18,68,,14.767447,46.093865
_18,69,,14.7661,46.093531999999996
_18,70,,14.76422,46.093599
_18,71,,14.762987,46.094063999999996
_18,72,,14.760995,46.095483
_18,73,,14.759173999999998,46.095955
_18,74,,14.75413,46.095388
_18,75,,14.749023,46.093804999999996
_18,76,,14.743891999999999,46.091049
_18,77,,14.737313,46.088862
_18,78,,14.734683999999998,46.088491
_18,79,,14.735629,46.087772
_18,80,,14.737236999999999,46.084142
_18,81,,14.737272999999998,46.083487000000005
_18,82,,14.726097,46.082895
_18,83,,14.714673,46.083656000000005
_18,84,,14.711883,46.084283
_18,85,,14.706254999999999,46.086371
_18,86,,14.695947,46.088721
_18,87,,14.693548000000002,46.089015
_18,88,,14.689526,46.088841
_18,89,,14.684445,46.087657
_18,90,,14.685457,46.087512
_18,91,,14.687800999999999,46.087917
_18,92,,14.688134,46.088228
_18,93,,14.691574,46.088561
_18,94,,14.688134,46.088228
